1697722837.900689, 0
1697722837.917742, 0
1697722837.934685, 0
1697722837.951364, 2
1697722837.968389, 9
1697722837.985104, 6
1697722838.001707, 13
1697722838.018853, 17
1697722838.035654, 19
1697722838.052125, 24
1697722838.068649, 27
1697722838.085232, 31
1697722838.102034, 35
1697722838.119029, 40
1697722838.135854, 42
1697722838.152540, 48
1697722838.169723, 53
1697722838.186755, 59
1697722838.203738, 66
1697722838.221088, 70
1697722838.238003, 70
1697722838.254608, 70
1697722838.271054, 70
1697722838.287975, 70
1697722838.304818, 70
1697722838.322168, 70
1697722838.339078, 69
1697722838.356199, 70
1697722838.373082, 70
1697722838.389837, 69
1697722838.407031, 70
1697722838.423904, 70
1697722838.441049, 70
1697722838.458966, 69
1697722838.475929, 70
1697722838.493317, 70
1697722838.510485, 69
1697722838.527162, 69
1697722838.544592, 69
1697722838.561761, 68
1697722838.578587, 69
1697722838.595357, 69
1697722838.612377, 68
1697722838.629402, 69
1697722838.646446, 70
1697722838.663613, 69
1697722838.680504, 69
1697722838.697823, 70
1697722838.714753, 69
1697722838.731627, 69
1697722838.748835, 69
1697722838.765884, 70
1697722838.782633, 70
1697722838.800429, 69
1697722838.817510, 68
1697722838.834749, 70
1697722838.852593, 70
1697722838.869289, 70
1697722838.886271, 70
1697722838.903115, 70
1697722838.919922, 70
1697722838.936965, 69
1697722838.953605, 69
1697722838.970675, 69
1697722838.987875, 66
1697722839.005374, 67
1697722839.022501, 68
1697722839.039694, 68
1697722839.056488, 69
1697722839.073426, 70
1697722839.090697, 68
1697722839.108354, 66
1697722839.125757, 66
1697722839.142929, 68
1697722839.160046, 66
1697722839.177877, 68
1697722839.195005, 69
1697722839.212501, 68
1697722839.229844, 70
1697722839.247226, 69
1697722839.264256, 67
1697722839.281580, 67
1697722839.298582, 68
1697722839.315313, 68
1697722839.332168, 65
1697722839.349534, 62
1697722839.366356, 68
1697722839.383240, 67
1697722839.400182, 65
1697722839.417058, 66
1697722839.434026, 65
1697722839.452100, 64
1697722839.469359, 67
1697722839.486759, 66
1697722839.503595, 68
1697722839.520419, 67
1697722839.537041, 63
1697722839.554159, 61
1697722839.571040, 58
1697722839.587778, 53
1697722839.604937, 53
1697722839.621687, 50
1697722839.638840, 51
1697722839.655754, 51
1697722839.672356, 51
1697722839.689594, 50
1697722839.706629, 50
1697722839.723621, 51
1697722839.741215, 49
1697722839.758606, 51
1697722839.775824, 52
1697722839.793223, 51
1697722839.810038, 51
1697722839.826895, 52
1697722839.844209, 51
1697722839.860831, 52
1697722839.877680, 54
1697722839.895105, 54
1697722839.911934, 54
1697722839.928530, 54
1697722839.945028, 54
1697722839.961983, 54
1697722839.978637, 52
1697722839.996033, 51
1697722840.013372, 51
1697722840.029870, 52
1697722840.046690, 53
1697722840.063740, 53
1697722840.080418, 52
1697722840.097456, 53
1697722840.114177, 52
1697722840.130783, 52
1697722840.147509, 53
1697722840.164336, 52
1697722840.181623, 53
1697722840.198565, 53
1697722840.215394, 53
1697722840.232790, 51
1697722840.249763, 53
1697722840.267182, 53
1697722840.284332, 52
1697722840.301689, 52
1697722840.318509, 53
1697722840.335680, 53
1697722840.352756, 53
1697722840.369756, 54
1697722840.387121, 53
1697722840.403991, 53
1697722840.420950, 54
1697722840.438181, 54
1697722840.455160, 53
1697722840.471505, 54
1697722840.488412, 54
1697722840.505009, 54
1697722840.522502, 53
1697722840.539104, 53
1697722840.556163, 54
1697722840.573598, 54
1697722840.590320, 54
1697722840.607224, 54
1697722840.624221, 54
1697722840.641383, 55
1697722840.658212, 55
1697722840.675369, 54
1697722840.692250, 55
1697722840.709291, 54
1697722840.726611, 54
1697722840.743610, 55
1697722840.760140, 55
1697722840.776796, 54
1697722840.793632, 55
1697722840.810670, 55
1697722840.827649, 54
1697722840.844414, 55
1697722840.861200, 55
1697722840.878194, 55
1697722840.895079, 56
1697722840.912187, 57
1697722840.929273, 56
1697722840.945918, 55
1697722840.962981, 56
1697722840.980080, 55
1697722840.997046, 55
1697722841.014210, 56
1697722841.031262, 56
1697722841.047798, 55
1697722841.065049, 55
1697722841.082013, 55
1697722841.099069, 56
1697722841.116567, 56
1697722841.133482, 56
1697722841.150544, 55
1697722841.167838, 56
1697722841.184639, 57
1697722841.201726, 56
1697722841.218673, 55
1697722841.235470, 56
1697722841.252593, 56
1697722841.269578, 56
1697722841.286566, 57
1697722841.303912, 57
1697722841.320590, 56
1697722841.337606, 56
1697722841.354060, 56
1697722841.371105, 56
1697722841.387811, 57
1697722841.404817, 57
1697722841.421703, 56
1697722841.438911, 57
1697722841.455686, 57
1697722841.472346, 56
1697722841.488998, 57
1697722841.506197, 58
1697722841.523142, 58
1697722841.540052, 56
1697722841.557611, 58
1697722841.574657, 57
1697722841.591695, 58
1697722841.609010, 58
1697722841.625537, 58
1697722841.642748, 57
1697722841.659692, 57
1697722841.676457, 57
1697722841.693741, 58
1697722841.710709, 58
1697722841.727533, 58
1697722841.744827, 57
1697722841.761560, 57
1697722841.778415, 58
1697722841.795734, 59
1697722841.812576, 58
1697722841.829259, 59
1697722841.846376, 59
1697722841.863079, 58
1697722841.879682, 58
1697722841.896871, 58
1697722841.913730, 58
1697722841.930458, 59
1697722841.948053, 59
1697722841.965300, 58
1697722841.981896, 58
1697722841.998946, 58
1697722842.015897, 59
1697722842.033261, 59
1697722842.050320, 58
1697722842.067622, 58
1697722842.084476, 58
1697722842.101626, 60
1697722842.118715, 60
1697722842.136170, 59
1697722842.153199, 60
1697722842.170434, 60
1697722842.187358, 59
1697722842.204733, 60
1697722842.223026, 60
1697722842.242854, 59
1697722842.259907, 60
1697722842.276987, 60
1697722842.294209, 59
1697722842.310882, 60
1697722842.328614, 60
1697722842.346077, 59
1697722842.363087, 59
1697722842.380031, 59
1697722842.397319, 59
1697722842.414103, 60
1697722842.431542, 60
1697722842.449016, 61
1697722842.465810, 60
1697722842.483011, 61
1697722842.499667, 61
