1697723327.840197, 0
1697723327.857784, 0
1697723327.874883, 0
1697723327.891731, 2
1697723327.909042, 7
1697723327.926249, 5
1697723327.943061, 14
1697723327.960278, 17
1697723327.977372, 20
1697723327.994309, 25
1697723328.011200, 28
1697723328.029149, 30
1697723328.046154, 36
1697723328.063442, 41
1697723328.080285, 45
1697723328.097268, 49
1697723328.114456, 55
1697723328.131456, 61
1697723328.148340, 65
1697723328.165707, 71
1697723328.182595, 75
1697723328.199308, 80
1697723328.216173, 85
1697723328.233147, 88
1697723328.249689, 94
1697723328.266539, 99
1697723328.283172, 102
1697723328.300210, 108
1697723328.317059, 113
1697723328.333709, 117
1697723328.350867, 122
1697723328.367633, 127
1697723328.384343, 131
1697723328.401869, 136
1697723328.418857, 141
1697723328.435887, 146
1697723328.453405, 150
1697723328.470251, 150
1697723328.487248, 150
1697723328.504528, 150
1697723328.521518, 150
1697723328.538070, 150
1697723328.555132, 150
1697723328.572286, 150
1697723328.589285, 150
1697723328.606426, 149
1697723328.623670, 150
1697723328.640691, 150
1697723328.657410, 150
1697723328.674325, 150
1697723328.691398, 150
1697723328.708450, 150
1697723328.725343, 150
1697723328.742550, 150
1697723328.759674, 149
1697723328.776607, 150
1697723328.794143, 150
1697723328.811585, 150
1697723328.828756, 150
1697723328.845823, 149
1697723328.863637, 150
1697723328.880661, 150
1697723328.898098, 150
1697723328.915145, 150
1697723328.931936, 150
1697723328.949651, 150
1697723328.966722, 150
1697723328.984068, 150
1697723329.001019, 150
1697723329.018115, 150
1697723329.036104, 149
1697723329.053631, 149
1697723329.070962, 150
1697723329.087590, 149
1697723329.104650, 149
1697723329.121508, 150
1697723329.138376, 150
1697723329.155815, 149
1697723329.172587, 150
1697723329.189613, 150
1697723329.206708, 149
1697723329.223439, 150
1697723329.240377, 149
1697723329.257254, 149
1697723329.274043, 150
1697723329.291323, 149
1697723329.307986, 149
1697723329.325190, 149
1697723329.343001, 150
1697723329.359989, 149
1697723329.376771, 149
1697723329.394057, 150
1697723329.410615, 149
1697723329.427401, 149
1697723329.445816, 150
1697723329.462761, 150
1697723329.479880, 150
1697723329.497437, 149
1697723329.514096, 150
1697723329.531425, 150
1697723329.548609, 149
1697723329.565457, 148
1697723329.582999, 149
1697723329.600245, 150
1697723329.617120, 150
1697723329.634805, 150
1697723329.651392, 150
1697723329.668262, 150
1697723329.685704, 150
1697723329.702473, 150
1697723329.719269, 150
1697723329.736750, 149
1697723329.753670, 148
1697723329.770486, 145
1697723329.788429, 145
